PaperID	Author	Title	Source	PubYear	Volume	Issue	StartPage	EndPage	StartYear	EndYear	Months	Areakm2	NumCams	CamDays
492	"Dias, Douglas de Matos; Massara, Rodrigo Lima; de Campos, Claudia Bueno; Guimaraes Rodrigues, Flavio Henrique"	Human activities influence the occupancy probability of mammalian carnivores in the Brazilian Caatinga	BIOTROPICA	2019	51	2	253	265	2017	2017	7		60	8678
493	"Dias, Douglas de Matos; Miranda, Flavia Regina; Guimaraes Rodrigues, Flavio Henrique"	"New record of giant anteater Myrmecophaga tridactyla (Pilosa, Myrmecophagidae) in Northeast Brazil"	Neotropical Biology and Conservation	2019	14	1	129	135	2017	2017	7	535		8750
494	"Dias, Douglas de Matos"	"Spatiotemporal ecology of the striped hog-nosed skunk Conepatus semistriatus (Carnivora, Mephitidae) in a seasonally dry forest of northeastern Brazil"	ANIMAL BIOLOGY	2017	67	2	119	131	2013	2015	26	25	40	4338
495	"Diaz-Ruiz, F.; Caro, J.; Delibes-Mateos, M.; Arroyo, B.; Ferreras, P."	"Drivers of red fox (Vulpes vulpes) daily activity: prey availability, human disturbance or habitat structure?"	JOURNAL OF ZOOLOGY	2016	298	2	128	138	2010	2013				6128
496	"Diaz-Ruiz, Francisco; de Diego, Noelia; Eugenia Santamaria, Ana; Dominguez, Julio C.; Galgo, Alex; Garcia, Jesus T.; Olea, Pedro P.; Vinuela, Javier"	Direct evidence of scavenging behaviour in the garden dormouse (Eliomys quercinus)	MAMMALIA	2018	82	5	486	489	2016	2016	0.3		1	9
497	"Diete, Rebecca L.; Meek, Paul D.; Dickman, Christopher R.; Lisle, Allan; Leung, Luke K. -P."	"Diel activity patterns of northern Australian small mammals: variation, fixity, and plasticity"	JOURNAL OF MAMMALOGY	2017	98	3	848	857	2012	2015				2246
498	"Diete, Rebecca L.; Meek, Paul D.; Dixon, Kelly M.; Dickman, Christopher R.; Leung, Luke K. -P."	Best bait for your buck: bait preference for camera trapping north Australian mammals	AUSTRALIAN JOURNAL OF ZOOLOGY	2015	63	6	376	382						
499	"Diggins, Corinne A.; Gilley, L. Michelle; Kelly, Christine A.; Ford, W. Mark"	Comparison of Survey Techniques on Detection of Northern Flying Squirrels	WILDLIFE SOCIETY BULLETIN	2016	40	4	654	662	2015	2015	0.3		12	96
500	"Dillon, Adam; Kelly, Marcella J."	Ocelot Leopardus pardalis in Belize: the impact of trap spacing and distance moved on density estimates	ORYX	2007	41	4	469	477	2002	2004			15	11384
501	"Dinata, Yoan; Nugroho, Agung; Haidir, Iding Achmad; Linkie, Matthew"	Camera trapping rare and threatened avifauna in west-central Sumatra	BIRD CONSERVATION INTERNATIONAL	2008	18	1	30	37	2004	2006	12		24.7	5990
503	"Divoll, Timothy J.; Kumar, Anjali; Flores-Negron, Cesar F.; Hurtado, Cindy M."	MATERNITY ROOST OF Eptesicus brasiliensis IN A LIANA IN THE SOUTHEAST PERUVIAN AMAZON	Mastozoologia Neotropical	2015	22	1	155	161	2013	2013	0.03		2	2
505	"Dixon, Victoria; Glover, Hayley K.; Winnell, Jodie; Treloar, Shannon M.; Whisson, Desley A.; Weston, Michael A."	Evaluation of three remote camera systems for detecting mammals and birds	Ecological Management & Restoration	2009	10	2	156	157	2008	2008	0.13		12	48
507	"Dobbins, Michael T.; Steinberg, Michael K.; Broadbent, Eben N.; Ryan, Sadie J."	"Habitat use, activity patterns and human interactions with jaguars &ITPanthera onca&IT in southern Belize"	ORYX	2018	52	2	276	281	2014	2014	4	25	12	2400
509	"Dodino, Samanta; Hart, Tom; Harris, Sabrina; Rey, Andrea Raya"	"Year-round colony attendance patterns for the Gentoo Penguin (Pygoscelis papua) at Martillo Island, Tierra del Fuego, Argentina"	WILSON JOURNAL OF ORNITHOLOGY	2018	130	2	493	501	2013	2014	12			
510	"Dominguez, Lillian; Miranda, Roberto J.; Torres, Sugeys; Moreno, Ricardo; Ortega, Josue; Bermudez, Sergio E."	"Hard tick (Acari: Ixodidae) survey of Oleoducto trail, Soberania National Park, Panama"	TICKS AND TICK-BORNE DISEASES	2019	10	4	830	837	2013	2014			20	612
511	"Doody, J. Sean; McHenry, Colin R.; Rhind, David; Clulow, Simon"	Novel habitat causes a shift to diurnal activity in a nocturnal species	SCIENTIFIC REPORTS	2019	9				2013	2014				789
512	"Doody, J. Sean; Pauza, Matthew; Stewart, Bret; Camacho, Chris"	"Nesting Behavior of the Pig-Nosed Turtle, Carettochelys insculpta, in Australia"	CHELONIAN CONSERVATION AND BIOLOGY	2009	8	2	185	191	1997	1998				
513	"Dorazio, Robert M.; Karanth, K. Ullas"	A hierarchical model for estimating the spatial distribution and abundance of animals detected by continuous-time recorders	PLOS ONE	2017	12	5			2014	2015	1.5	860	324	14580
514	"Dorazio, Robert M."	Bayes and Empirical Bayes Estimators of Abundance and Density from Spatial Capture-Recapture Data	PLOS ONE	2013	8	12								
515	"Dorji, Sangay; Rajaratnam, Rajanathan; Vernes, Karl"	Mammal richness and diversity in a Himalayan hotspot: the role of protected areas in conserving Bhutan's mammals	BIODIVERSITY AND CONSERVATION	2019	28	12	3277	3297	2014	2015	18	28225	1858	148598
516	"Dorning, Jo; Harris, Stephen"	"Individual and seasonal variation in contact rate, connectivity and centrality in red fox (Vulpes vulpes) social groups"	SCIENTIFIC REPORTS	2019	9				2013	2015	10	1.5	35	
517	"Dorning, Jo; Harris, Stephen"	Understanding the intricacy of canid social systems: Structure and temporal stability of red fox (Vulpes vulpes) groups	PLOS ONE	2019	14	9			2013	2015	10	1.5	35	
518	"Dorning, Jo; Harris, Stephen"	The challenges of recognising individuals with few distinguishing features: Identifying red foxes Vulpes vulpes from camera-trap photos	PLOS ONE	2019	14	5			2013	2015	10	1.5		4945
519	"Driessen, Michael M.; Jarman, Peter J.; Troy, Shannon; Callander, Sophia"	Animal detections vary among commonly used camera trap models	WILDLIFE RESEARCH	2017	44	4	291	297	2014	2014	0.25		36	252
520	"Droghini, Amanda; Boutin, Stan"	The calm during the storm: Snowfall events decrease the movement rates of grey wolves (Canis lupus)	PLOS ONE	2018	13	10			2013	2014			14	767
521	"Drouilly, Marine; O'Riain, M. Justin"	Wildlife winners and losers of extensive small-livestock farming: a case study in the South African Karoo	BIODIVERSITY AND CONSERVATION	2019	28	6	1493	1511	2012	2014	12	1600	166	23796
522	"Drouilly, Marine; Clark, Allan; O'Riain, M. Justin"	Multi-species occupancy modelling of mammal and ground bird communities in rangeland in the Karoo: A case for dryland systems globally	BIOLOGICAL CONSERVATION	2018	224		16	25	2012	2014	12	1600	166	24210
523	"Drury, Robin"	A community-based biodiversity survey in the parks and reserves of eastern and south-eastern Melbourne-results and perspective Fauna Survey Group Contribution No. 29	Victorian Naturalist (Blackburn)	2017	134	5	132	149	2013	2014				
524	"Drury, Robin"	"The use of remote cameras at the nestboxes of arboreal mammals, Brush-tailed Phascogale Phascogale tapoatafa and Sugar Glider Petaurus breviceps in the Rushworth State Forest"	Victorian Naturalist (Blackburn)	2014	131	1	15	23	2012	2012	1		5	23
527	"Dubruiel, Amy; Woodford, James E.; MacFarland, David M."	Documentation of Infanticide in American Marten (Martes americana)	Canadian Field-Naturalist	2013	127	2	178	179	2011	2011				
528	"Duckworth, J.W.; Lynam, Antony J.; Breitenmoser-Wuersten, Christine"	Non-Panthera cats in Southeast Asia: present knowledge and recommendations.	Cat News	2014			62	67						
532	"Dundas, Shannon J.; Ruthrof, Katinka X.; Hardy, Giles E. St. J.; Fleming, Patricia A."	Pits or pictures: a comparative study of camera traps and pitfall trapping to survey small mammals and reptiles	WILDLIFE RESEARCH	2019	46	2	104	113	2013	2014	4		32	2572
534	"Dundas, Shannon J.; Adams, Peter J.; Fleming, Patricia A."	"First in, first served: uptake of 1080 poison fox baits in south-west Western Australia"	WILDLIFE RESEARCH	2014	41	2	117	126	2011	2011	9			804
535	"Dunne, Bridget M.; Quinn, Michael S."	Effectiveness of above-ground pipeline mitigation for moose (Alces alces) and other large mammals	BIOLOGICAL CONSERVATION	2009	142	2	332	343	2006	2007	12		8	
536	"Dupuis-Desormeaux, Marc; Davidson, Zeke; Mwololo, Mary; Kisio, Edwin; MacDonald, Suzanne E."	Comparing motion capture cameras versus human observer monitoring of mammal movement through fence gaps: a case study from Kenya	AFRICAN JOURNAL OF ECOLOGY	2016	54	2	154	161	2011	2012	24		3	1594
537	"Duque Lopez, Sebastian; Abud, Melissa; Calero Mejia, Humberto; Valderrama, Stephany"	"Camera-trap Records of Mountain Tapir in Purace National Park, Colombia."	Tapir Conservation	2013	22	31	5	8	2010	2010	4		12	982
538	"Duquette, Jared F.; Urena, Luis; Ortega, Josue; Cisneros, Iliana; Moreno, Ricardo; Flores, Eric E."	"Coiban agouti (Dasyprocta coibae) density and temporal activity on Coiba Island, Veraguas, Panama"	MAMMAL STUDY	2017	42	3	153	160	2015	2015	3.5		30	3390
539	"Duquette, Jared F.; Belant, Jerrold L.; Svoboda, Nathan J.; Beyer, Dean E., Jr.; Albright, Craig A."	Comparison of occupancy modeling and radiotelemetry to estimate ungulate population dynamics	POPULATION ECOLOGY	2014	56	3	481	492	2009	2011			54	
541	"Duran, E.; Figel, J. J.; Bray, D. B."	Uncertain coexistence: jaguars and communities in montane forests of Mexico.	Unasylva (English ed.)	2010	61	234/235	21	22						
543	"Eakin, Carly J.; Hunter, Malcolm L.; Calhoun, Aram J. K."	Bird and mammal use of vernal pools along an urban development gradient	URBAN ECOSYSTEMS	2018	21	6	1029	1041	2014	2016			24.3	8725
544	"Easter, Tara; Bouley, Paola; Carter, Neil"	"Opportunities for biodiversity conservation outside of Gorongosa National Park, Mozambique: A multispecies approach"	BIOLOGICAL CONSERVATION	2019	232		217	227	2017	2017		320	75	1168
545	"Eaton, Donald P.; Keuroghlian, Alexine; Santos, Maria do Carmo A.; Desbiez, Arnaud L. J.; Sada, Donald W."	Citizen scientists help unravel the nature of cattle impacts on native mammals and birds visiting fruiting trees in Brazil's southern Pantanal	BIOLOGICAL CONSERVATION	2017	208		29	39	2007	2008				835
546	"Ebner, Brendan C.; Donaldson, James A.; Allen, Gerald R.; Keith, Philippe"	"Visual census, photographic records and the trial of a video network provide first evidence of the elusive Sicyopterus cynocephalus in Australia"	CYBIUM	2017	41	2	117	125	2014	2014	0.15		6.5	
547	"Edward Gray, Thomas Neill; Prum, Sovanna"	"Leopard density in post-conflict landscape, Cambodia: Evidence from spatially explicit capture-recapture"	JOURNAL OF WILDLIFE MANAGEMENT	2012	76	1	163	169	2009	2009	2	211	100	7476
548	"Edwards, Sarah; Cooper, Sue; Uiseb, Kenneth; Hayward, Matt; Wachter, Bettina; Melzheimer, Joerg"	Making the most of by-catch data: Assessing the feasibility of utilising non-target camera trap data for occupancy modelling of a large felid	AFRICAN JOURNAL OF ECOLOGY	2018	56	4	885	894	2016	2016	2.33		15	1080
549	"Edwards, Sarah; Fischer, Manuela; Wachter, Bettina; Melzheimer, Joerg"	Coping with intrasexual behavioral differences: Capture-recapture abundance estimation of male cheetah	ECOLOGY AND EVOLUTION	2018	8	18	9171	9180						
550	"Edwards, Sarah; Al Awaji, Malik; Eid, Ehab; Attum, Omar"	"Mammalian activity at artificial water sources in Dana Biosphere Reserve, southern Jordan"	JOURNAL OF ARID ENVIRONMENTS	2017	141		52	55	2011	2012	16	320	2	
551	"Edwards, Sarah; Gange, Alan C.; Wiesel, Ingrid"	An oasis in the desert: The potential of water sources as camera trap sites in arid environments for surveying a carnivore guild	JOURNAL OF ARID ENVIRONMENTS	2016	124		304	309	2013	2013	2		20	1676
552	"Edwards, Sarah; Demski, Maike"	"Asiatic golden cat record from the Kulen-Promtep Wildlife Sanctuary, Cambodia."	Cat News	2012	57		32	32	2011	2011	11			
553	"Edwards, Sarah; Allison, James; Cheetham, Sarah; Hoeun, Bunto"	"Mammal and bird diversity at a salt lick in Kulen-Promtep Wildlife Sanctuary, Northern Cambodia."	Cambodian Journal of Natural History	2012	1		56	63	2011	2012	3		1	77
554	"Edwards, Sarah"	"Small carnivore records from the Oddar Meanchay sector of Kulen-Promtep Wildlife Sanctuary, northern Cambodia"	Small Carnivore Conservation	2012	46		22	25						
555	"Efford, Murray G.; Boulanger, John"	Fast evaluation of study designs for spatially explicit capture-recapture	METHODS IN ECOLOGY AND EVOLUTION	2019	10	9	1529	1535						
556	"Efford, Murray G.; Borchers, David L.; Mowat, Garth"	Varyingeffort incapture-recapture studies	METHODS IN ECOLOGY AND EVOLUTION	2013	4	7	629	636						
557	"Efford, Murray G."	Estimation of population density by spatially explicit capture-recapture analysis of data from area searches	ECOLOGY	2011	92	12	2202	2207						
558	"Efford, Murray G.; Dawson, Deanna K.; Borchers, David L."	Population density estimated from locations of individuals on a passive detector array	ECOLOGY	2009	90	10	2676	2682						
559	"Ekanayake, Kasun B.; Sutherland, Duncan R.; Dann, Peter; Weston, Michael A."	Out of sight but not out of mind: corvids prey extensively on eggs of burrow-nesting penguins	WILDLIFE RESEARCH	2015	42	6	509	517	2013	2013	4			
560	"Ekstrand, Laura; Zhang, Song"	Autoexposure for three-dimensional shape measurement using a digital-light-processing projector	OPTICAL ENGINEERING	2011	50	12								
561	"El Algamy, Husam; Simkins, Greg"	Camera trap survey in the Dubai Desert Conservation Reserve.	Wildlife Middle East News	2007	2	1	4	4						1029
562	"Elizondo, Elisa C.; Loss, Scott R."	Using trail cameras to estimate free-ranging domestic cat abundance in urban areas	WILDLIFE BIOLOGY	2016	22	5	246	252	2014	2014	2		15	135
563	"Elkan, P. W.; Parnell, R.; Smith, J. L. D."	"A die-off of large ungulates following a Stomoxys biting fly out-break in lowland forest, northern Republic of Congo."	African Journal of Ecology	2009	47	4	528	536	1996	2001		6	8	5040
566	"Ellis, Jeremy W.; Shriner, Susan A.; McLean, Hailey E.; Petersen, Lauren; Root, J. Jeffrey"	Inventory of wildlife use of mortality pits as feeding sites: implications of pathogen exposure	HUMAN-WILDLIFE INTERACTIONS	2017	11	1	8	18	2014	2014	6		8	1168
567	"Ellis, Kristen S.; Larsen, Randy T.; Koons, David N."	The importance of functional responses among competing predators for avian nesting success	FUNCTIONAL ECOLOGY	2020	34	1	252	264	2011	2017				
568	"Ellis, Kristen S.; Cavitt, John F.; Larsen, Randy T.; Koons, David N."	Using remote cameras to validate estimates of nest fate in shorebirds	IBIS	2018	160	3	681	687	2011	2016				
569	"Ellis, Kristen S.; Larsen, Randy T.; Whiting, Jericho C.; Wilson, Tammy L.; McMillan, Brock R."	Assessing indirect measures of abundance and distribution with remote cameras: Simplifying indices of activity at pygmy rabbit burrows	ECOLOGICAL INDICATORS	2017	77		23	30	2006	2010				
570	"Enari, Hiroto; Enari, Haruka; Okuda, Kei; Yoshita, Miho; Kuno, Takuya; Okuda, Kana"	Feasibility assessment of active and passive acoustic monitoring of sika deer populations	ECOLOGICAL INDICATORS	2017	79		155	162	2015	2016	2		15	899
572	"Eng, Robin Y. Y.; Jachowski, David S."	Evaluating detection and occupancy probabilities of eastern spotted skunks	JOURNAL OF WILDLIFE MANAGEMENT	2019	83	5	1244	1253	2016	2017	6			
574	"Engeman, Richard M.; Kaiser, Bernard W.; Osorio, Kimberly J."	Evaluating methods to detect and monitor populations of a large invasive lizard: the Argentine giant tegu	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH	2019	26	31	31717	31729	2010	2011	14.5		8	6768
575	"Enoki, Tsutomu; Yabe, Tsuneaki; Koizumi, Toru"	Changes in spatial patterns of sika deer distribution and herbivory of planted seedlings: a comparison before and after deer population control by culling	JOURNAL OF FOREST RESEARCH	2016	21	2	84	91	2010	2012			10	
576	"Enric Peris, Josep; Maria Malara, Tatiane; Borges, Roberta; Ricardo Falconi, Jose; Pena, Leandro; Maria Fedriani, Jose"	Reunion overseas: introduced wild boars and cultivated orange trees interact in the Brazilian Atlantic Forest	REVISTA DE BIOLOGIA TROPICAL	2019	67	4	901	912	2014	2015	0.3		6	42
577	"Eric Ramirez-Bravo, Osvaldo; Hernandez-Santin, Lorna"	"New records of tepezcuincle (Cuniculus paca) in Puebla, Central Mexico"	REVISTA MEXICANA DE BIODIVERSIDAD	2012	83	3	872	874	2009	2010	22		23	
578	"Escobar-Lasso, Sergio; Gil-Fernandez, Margarita; Herrera, Hansel; Fonseca, Luis G.; Carrillo-Jimenez, Eduardo; Saenz, Joel; Wong, Grace"	Scavenging on sea turtle carcasses by multiple jaguars in Northwestern Costa Rica	Therya	2016	7	2	231	239						
579	"Espinosa, Martin; Cepeda-Mercado, Amancay A.; Louit, Carla; Melendez, Mario; Gonzalez-Maya, Jose F."	"PAMPAS CAT LEOPARDUS COLOCOLO IN THE ATACAMA DESERT: FIRST RECORDS FROM LLANOS DE CHALLE NATIONAL PARK, CHILE"	Museo Nacional de Historia Natural Boletin (Santiago)	2014	63		111	118	2012	2012	4			139
580	"Espinoza-Medinilla, Eduardo E.; Torres-Romero, Erik J.; Antonio Tarango-Arambula, L."	"ADDITIONAL RECORDS OF WILD MAMMALS IN THE FOREST MANAGEMENT AREA: LOS OCOTONES, CHIAPAS, MEXICO"	AGROCIENCIA	2018	52	4	553	562	2010	2011			9	5850
581	"Esser, Helen J.; Liefting, Yorick; Kays, Roland; Jansen, Patrick A."	"A record of Striped Hog-nosed Skunk Conepatus semistriatus in central Panama, between two known sub-ranges"	Small Carnivore Conservation	2012	47		62	64	2010	2010	0.25		10	80
582	"Estienne, Vittoria; Stephens, Colleen; Boesch, Christophe"	"Extraction of honey from underground bee nests by central African chimpanzees (Pan troglodytes troglodytes) in Loango National Park, Gabon: Techniques and individual differences"	AMERICAN JOURNAL OF PRIMATOLOGY	2017	79	8			2009	2014				
583	"Estienne, Vittoria; Mundry, Roger; Kuehl, Hjalmar S.; Boesch, Christophe"	"Exploitation of underground bee nests by three sympatric consumers in Loango National Park, Gabon"	BIOTROPICA	2017	49	1	101	109	2009	2014				
585	"Estrela, Dieferson da Costa; de Souza, Daniele Cipriano; de Souza, Joyce Moreira; da Silva Castro, Andre Luis"	"Medium and large-sized mammals in a Cerrado area of the state of Goias, Brazil."	Check List	2015	11	4	1690	1690	2013	2014	12		1	347
586	"Evans, Bryn E.; Mosby, Cory E.; Mortelliti, Alessio"	Assessing arrays of multiple trail cameras to detect North American mammals	PLOS ONE	2019	14	6			2017	2017	2			2748
587	"Evans, Michael J.; Rittenhouse, Tracy A. G."	Evaluating spatially explicit density estimates of unmarked wildlife detected by remote cameras	JOURNAL OF APPLIED ECOLOGY	2018	55	6	2565	2574	2013	2014		644	72	11585
588	"Evrard, Quentin; Hardy, Olivier J.; Tagg, Nikki; Doucet, Jean-Louis"	Removal and predation of aril-covered seeds: the case of Afzelia bipindensis (Fabaceae - Detarioidae)	PLANT ECOLOGY AND EVOLUTION	2019	152	3	460	469	2016	2017			8	658
590	"Faison, Edward K.; DeStefano, Stephen; Foster, David R.; Rapp, Joshua M.; Compton, Justin A."	Multiple Browsers Structure Tree Recruitment in Logged Temperate Forests	PLOS ONE	2016	11	11			2008	2011				
591	"Faison, Edward K.; DeStefano, Stephen; Foster, David R.; Plotkin, Audrey Barker"	Functional response of ungulate browsers in disturbed eastern hemlock forests	FOREST ECOLOGY AND MANAGEMENT	2016	362		177	183	2011	2013				
592	"Falcao, Fabio de Carvalho; Areas Guanaes, Deyna Hulda; Paglia, Adriano"	"Medium and large-sized mammals of RPPN Estacao Veracel, southernmost Bahia, Brazil."	Check List	2012	8	5	929	934	2007	2009	16		16	7840
593	"Fancourt, Bronwyn A.; Sweaney, Mark; Fletcher, Don B."	"More haste, less speed: pilot study suggests camera trap detection zone could be more important than trigger speed to maximise species detections"	AUSTRALIAN MAMMALOGY	2018	40	1	118	121	2016	2016	0.2		8	40
594	"Fancourt, Bronwyn A."	Avoiding the subject: the implications of avoidance behaviour for detecting predators	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY	2016	70	9	1535	1546	2012	2012	4			
595	"Fancourt, Bronwyn A."	Rapid decline in detections of the Tasmanian bettong (Bettongia gaimardi) following local incursion of feral cats (Felis catus)	AUSTRALIAN MAMMALOGY	2014	36	2	247	253	2012	2013	7		20	3500
596	"Fang, Yi-Hao; Li, Yan-Peng; Ren, Guo-Peng; Huang, Zhi-Pang; Cui, Liang-Wei; Zhang, Li-Xiang; Garber, Paul A.; Pan, Ru-Liang; Xiao, Wen"	The effective use of camera traps to document the northernmost distribution of the western black crested gibbon in China	PRIMATES	2020	61	2	151	158	2011	2018	37		30	5400
597	"Fang, Yi-Hao; Gao, Ying; Yang, Yin; Tan, Kun; Li, Yan-Peng; Ren, Guo-Peng; Huang, Zhi-Pang; Cui, Liang-Wei; Xiao, Wen"	Effects of reflective warning markers on wildlife	PEERJ	2019	7				2017	2017	2.5		30	2280
598	"Fang, Yihao; Ren, Guopeng; Gao, Ying; Zhang, Shuxia; Wang, Haohan; Li, Yanpeng; Huang, Zhipang; Cui, Liangwei; Xiao, Wen"	Impact of ground and canopy camera-trapping installation on wildlife monitoring	Biodiversity Science	2018	26	7	717	726	2016	2017			20	2319
600	"Farhadinia, Mohammad; Nezami, Bagher; Mahdavi, Alireza; Hatami, Kaveh"	"Photos of Persian leopard in Alborz Mountains, Iran."	Cat News	2007	46		34	35	2005	2007				
601	"Farhadinia, Mohammad S.; McClintock, BrettT; Johnson, Paul J.; Behnoud, Pouyan; Hobeali, Kaveh; Moghadas, Peyman; Hunter, Luke T. B.; Macdonald, David W."	A paradox of local abundance amidst regional rarity: the value of montane refugia for Persian leopard conservation	SCIENTIFIC REPORTS	2019	9									5410
602	"Farhadinia, Mohammad S.; Alinezhad, Hossein; Hadipour, Ehsan; Memarian, Iman; Ostrowski, Stephane; Hobeali, Kaveh; Dadashi-Jourdehi, Amirhossein; Johnson, Paul J.; Macdonald, David W.; Hunter, Luke T. B."	Intraspecific killing among Leopards (Panthera pardus) in Iran (Mammalia: Felidae)	ZOOLOGY IN THE MIDDLE EAST	2018	64	3	189	194						
603	"Farhadinia, Mohammad S.; Hunter, Luke T. B.; Jourabchian, Alireza; Hosseini-Zavarei, Fatemeh; Akbari, Hasan; Ziaie, Hooshang; Schaller, George B.; Jowkar, Houman"	"The critically endangered Asiatic cheetah Acinonyx jubatus venaticus in Iran: a review of recent distribution, and conservation status"	BIODIVERSITY AND CONSERVATION	2017	26	5	1027	1046	2001	2012			30	49827
604	"Farhadinia, Mohammad S.; Moqanaki, Ehsan M.; Hosseini-Zavarei, Fatemeh"	Predator-prey relationships in a middle Asian Montane steppe: Persian leopard versus urial wild sheep in Northeastern Iran	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2014	60	2	341	349	2005	2008				1300
605	"Farias, Ariel A.; Sepulveda, Maximiliano A.; Silva-Rodriguez, Eduardo A.; Eguren, Antonieta; Gonzalez, Danilo; Jordan, Natalia I.; Ovando, Erwin; Stowhas, Paulina; Svensson, Gabriella L."	A new population of Darwin's fox (Lycalopex fulvipes) in the Valdivian Coastal Range	REVISTA CHILENA DE HISTORIA NATURAL	2014	87									
606	"Farr, Cooper M.; Pejchar, Liba; Reed, Sarah E."	Subdivision design and stewardship affect bird and mammal use of conservation developments	ECOLOGICAL APPLICATIONS	2017	27	4	1236	1252	2013	2014			55	4620
607	"Farris, Z. J.; Kelly, M. J.; Karpanty, S. M.; Ratelolahy, F.; Andrianjakarivelo, V.; Holmes, C."	"Brown-tailed Vontsira Salanoia concolor (Eupleridae) documented in Makira Natural Park, Madagascar: new insights on distribution and camera-trap success"	Small Carnivore Conservation	2012	47		82	86	2008	2010	4		22.5	
608	"Farris, Zach J.; Karpanty, Sarah M.; Ratelolahy, Felix; Kelly, Marcella J."	"Predator-Primate Distribution, Activity, and Co-occurrence in Relation to Habitat and Human Activity Across Fragmented and Contiguous Forests in Northeastern Madagascar"	INTERNATIONAL JOURNAL OF PRIMATOLOGY	2014	35	5	859	880	2010	2012	26			
609	"Favaro, Brett; Lichota, Corinna; Cote, Isabelle M.; Duff, Stefanie D."	TrapCam: an inexpensive camera system for studying deep-water animals	METHODS IN ECOLOGY AND EVOLUTION	2012	3	1	39	46	2010	2010	1			9
610	"Fegraus, Eric H.; Lin, Kai; Ahumada, Jorge A.; Baru, Chaitan; Chandra, Sandeep; Youn, Choonhan"	Data acquisition and management software for camera trap data: A case study from the TEAM Network	ECOLOGICAL INFORMATICS	2011	6	6	345	353						
611	"Felizola Diniz-Filho, Jose Alexandre; Silveira, Leandro; Jacomo, Anah T. A.; Bini, Luis Mauricio; Ramos-Neto, Mario B.; Torres, Natalia Mundim"	"Spatial autocorrelation of mammalian richness and abundance along the Cerrado-Pantanal corridor, Central Brazil"	Neotropical Biology and Conservation	2008	3	3	103	111	2002	2003	12		30	3160
612	"Feng, Limin; Shevtsova, Elena; Vitkalova, Anna; Matyukhina, Dina; Miquelle, Dale; Aramilev, Vladimir; Wang, Tianming; Mu, Pu; Xu, Rumei; Ge, Jianping"	Collaboration brings hope for the last Amur leopards.	Cat News	2017	65		32	32	2014	2014	12		536	
613	"Feng, Liming; Wang, Tianming; Mou, Pu; Kou, Xiaojun; Ge, Jianping"	First image of an Amur leopard recorded in China.	Cat News	2011	55	1	9	9						
614	"Fernandez, Christopher M.; Alvarez, Maria D. Vera; Cove, Michael, V"	Heightened nest loss in tropical forest fragments despite higher predator load in core forest	TROPICAL ECOLOGY	2019	60	2	281	287						
615	"Ferreguetti, Atilla C.; Tomas, Walfrido M.; Bergallo, Helena G."	"Patch occupancy and activity pattern of the spotted paca (Cuniculus paca Linnaeus, 1766) in a protected area of the Atlantic Forest, Brazil"	MAMMALIA	2019	83	4	363	371	2013	2014	12	235	39	7020
616	"Ferreguetti, Atilla C.; Tomas, Walfrido M.; Bergallo, Helena G."	"DIFFERENCES IN THE MAMMALIAN HABITAT USE IN A MOSAIC OF VEGETATION TYPES OF AN ATLANTIC RAIN-FOREST RESERVE, BRAZIL"	Mastozoologia Neotropical	2017	24	2	355	364	2013	2014	12	230	39	7020
617	"Ferreguetti, Atilla C.; Tomas, Walfrido M.; Bergallo, Helena G."	"Density, occupancy, and detectability of lowland tapirs, Tapirus terrestris, in Vale Natural Reserve, southeastern Brazil"	JOURNAL OF MAMMALOGY	2017	98	1	114	123	2013	2014	12	230	39	7020
618	"Ferreguetti, Atilla C.; Tomas, Walfrido M.; Bergallo, Helena G."	"Density, occupancy, and activity pattern of two sympatric deer (Mazama) in the Atlantic Forest, Brazil"	JOURNAL OF MAMMALOGY	2015	96	6	1245	1254	2013	2014	12	230	39	7020
619	"Ferreguetti, Atilla Colombo; Motta Lessa, Isadora Cristina; Vieira, Emerson Monteiro; Cunha, Andre Almeida; Bergallo, Helena Godoy"	"Medium- and large-sized mammal composition in the Chapada dos Veadeiros National Park and adjacent areas, state of Goias, Brazil"	Papeis Avulsos de Zoologia (Sao Paulo)	2019	59		e20195942	Article No.: e20195942	2013	2014	6		36	2230
620	"Ferreguetti, Atilla Colombo; Pereira-Ribeiro, Juliane; Bergallo, Helena Godoy; Duarte Rocha, Carlos Frederico"	"Abundance, density and activity of Salvator merianae (Reptilia: Teiidae) and the effect of poaching on the site occupancy by the lizard in an Atlantic Forest Reserve, Brazil"	AUSTRAL ECOLOGY	2018	43	6	663	671	2013	2014	12	230	39	7020
621	"Ferreguetti, Atilla Colombo; Pereira-Ribeiro, Juliane; Tomas, Walfrido Moraes; Bergallo, Helena Godoy; Duarte Rocha, Carlos Frederico"	"Density, habitat use, and activity patterns of a vulnerable population of the Solitary Tinamou (Tinamus solitarius) in a Brazilian Atlantic Forest fragment"	CANADIAN JOURNAL OF ZOOLOGY	2018	96	3	245	252	2013	2014	12	230	39	7800
