PaperID	Author	Title	Source	PubYear	Volume	Issue	StartPage	EndPage	StartYear	EndYear	Months	Areakm2	NumCams	CamDays
1527	"O'Brien, T. G.; Baillie, J. E. M.; Krueger, L.; Cuke, M."	The Wildlife Picture Index: monitoring top trophic levels	ANIMAL CONSERVATION	2010	13	4	335	343	1998	2006		3568		
1530	"O'Brien, Timothy G.; Ahumada, Jorge; Akampurila, Emmanuel; Beaudrot, Lydia; Boekee, Kelly; Brncic, Terry; Hickey, Jena; Jansen, Patrick A.; Kayijamahe, Charles; Moore, Jennifer; Mugerwa, Badru; Mulindahabi, Felix; Ndoundou-Hockemba, Mireille; Niyigaba, Protais; Nyiratuza, Madeleine; Opepa, Cisquet K.; Rovero, Francesco; Uzabaho, Eustrate; Strindberg, Samantha"	Camera trapping reveals trends in forest duiker populations in African National Parks	REMOTE SENSING IN ECOLOGY AND CONSERVATION	2019					2009	2017				
1531	"O'Brien, Timothy G.; Kinnaird, Margaret F."	Density estimation of sympatric carnivores using spatially explicit capture-recapture methods and standard trapping grid	ECOLOGICAL APPLICATIONS	2011	21	8	2908	2916	2008	2008	4			
1532	"O'Brien, Timothy G.; Kinnaird, Margaret F."	A picture is worth a thousand words: the application of camera trapping to the study of birds	BIRD CONSERVATION INTERNATIONAL	2008	18		S144	S162	1998	2001		6		
1533	"O'Connor, Kelly M.; Nathan, Lucas R.; Liberati, Marjorie R.; Tingley, Morgan W.; Vokoun, Jason C.; Rittenhouse, Tracy A. G."	Camera trap arrays improve detection probability of wildlife: Investigating study design considerations using an empirical dataset	PLOS ONE	2017	12	4			2014	2015	13		40	
1534	"O'Connor, Kelly M.; Rittenhouse, Tracy A. G."	Temporal Activity Levels of Mammals in Patches of Early Successional and Mature Forest Habitat in Eastern Connecticut	AMERICAN MIDLAND NATURALIST	2017	177	1	15	28	2014	2015	13	5.74	40	14060
1537	"Oberosler, Valentina; Groff, Claudio; Iemma, Aaron; Pedrini, Paolo; Rovero, Francesco"	The influence of human disturbance on occupancy and activity patterns of mammals in the Italian Alps from systematic camera trapping	MAMMALIAN BIOLOGY	2017	87		50	61	2015	2015		220	60	1978
1538	"Ogurtsov, Sergey S.; Zheltukhin, Anatoliy S.; Kotlov, Ivan P."	"DAILY ACTIVITY PATTERNS OF LARGE AND MEDIUM-SIZED MAMMALS BASED ON CAMERA TRAPS DATA IN THE CENTRAL FOREST NATURE RESERVE, VALDAI UPLAND, RUSSIA"	NATURE CONSERVATION RESEARCH	2018	3	2	68	88	2010	2017			25	30158
1540	"Ohashi, Haruka; Saito, Masae; Horie, Reiko; Tsunoda, Hiroshi; Noba, Hiromu; Ishii, Haruka; Kuwabara, Takashi; Hiroshige, Yutaka; Koike, Shinsuke; Hoshino, Yoshinobu; Toda, Hiroto; Kaji, Koichi"	Differences in the activity pattern of the wild boar Sus scrofa related to human disturbance	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2013	59	2	167	177	2010	2011	12		41.5	
1541	"Okahisa, Yuji; Nakahara, Toru; Sato, Nozomu J.; Theuerkauf, Joern; Ueda, Keisuke"	Puddle use by New Caledonian rainforest birds	ORNITHOLOGICAL SCIENCE	2015	14	1	41	45	2012	2012	3		15	
1542	"Oleaga, Alvaro; Casais, Rosa; Balseiro, Ana; Espi, Alberto; Llaneza, Luis; Hartasanchez, Alfonso; Gortazar, Christian"	New techniques for an old disease: Sarcoptic mange in the Iberian wolf	VETERINARY PARASITOLOGY	2011	181	04-Feb	255	266	2003	2009			11	8783
1543	"Oliveira, Roniel Freitas; de Morais, Alessandro Ribeiro; Terribile, Levi Carina"	Medium- and large-sized mammals in forest remnants of the southern Cerrado: diversity and ecology	Neotropical Biology and Conservation	2019	14	1	29	41	2016	2017	6			84
1544	"Oliveira, T. G. de; Mazim, F. D.; Vieira, O. Q.; Barnett, A. P. A.; Silva, G. do N.; Soares, J. B. G.; Santos, J. P.; Silva, V. F. da; Araujo, P. A.; Tchaika, L.; Miranda, C. L."	Nonvolant mammal megadiversity and conservation issues in a threatened Central Amazonian hotspot in Brazil.	Tropical Conservation Science	2016	9	4	unpaginated	unpaginated						3500
1545	"Oliveira-Santos, L. G. R.; Zucco, C. A.; Agostinelli, C."	Using conditional circular kernel density functions to test hypotheses on animal circadian activity	ANIMAL BEHAVIOUR	2013	85	1	269	280	2009	2009	6	80	50	3000
1546	"Oliveira-Santos, Luiz Gustavo R.; Graipel, Mauricio E.; Tortato, Marcos A.; Zucco, Carlos A.; Caceres, Nilton C.; Goulart, Fernando V. B."	"Abundance changes and activity flexibility of the oncilla, Leopardus tigrinus (Carnivora: Felidae), appear to reflect avoidance of conflict"	ZOOLOGIA	2012	29	2	115	120	2004	2006				6436
1547	"Oliveira-Santos, Luiz Gustavo R.; Tortato, Marcos A.; Graipel, Mauricio E."	Activity pattern of Atlantic Forest small arboreal mammals as revealed by camera traps	JOURNAL OF TROPICAL ECOLOGY	2008	24		563	567	2005	2006	8		3	708
1548	"Olson, Erik R.; Matzinger, Parker J.; Saborio, Guido R.; Carazo-Salazar, Javier"	"Macho Uno: a sign of hope for the jaguars of Corcovado National Park, Costa Rica."	Cat News	2019	69		4	6	2008	2018	18	330		
1549	"Olson, Erik R.; Marsh, Ryana A.; Bovard, Brittany N.; Randrianarimanana, H. L. Lucien; Ravaloharimanitra, Maholy; Ratsimbazafy, Jonah H.; King, Tony"	Arboreal camera trapping for the Critically Endangered greater bamboo lemur Prolemur simus	ORYX	2012	46	4	593	597	2011	2011	1		7	231
1550	"Olsson, Mattias P. O.; Widen, Per; Larkin, Jeffery L."	Effectiveness of a highway overpass to promote landscape connectivity and movement of moose and roe deer in Sweden	LANDSCAPE AND URBAN PLANNING	2008	85	2	133	139	2002	2005	39		2	2376
1551	"Ong, Lisa; McConkey, Kim; Solana-Mena, Alicia; Campos-Arceiz, Ahimsa"	"Elephant frugivory and wild boar seed predation of Irvingia malayana, a large-fruited tree, in a rainforest of Peninsular Malaysia"	RAFFLES BULLETIN OF ZOOLOGY	2019	67		160	170	2015	2015	2		5	86
1552	"Oppel, Steffen; Hervias, Sandra; Oliveira, Nuno; Pipa, Tania; Cowen, Honor; Silva, Carlos; Geraldes, Pedro"	"Estimating feral cat density on Corvo Island, Azores, to assess the feasibility of feral cat eradication"	Airo	2012	22		3	11	2010	2011	14	17.6	24	
1553	"Orban, Ben; Kabafouako, Gerard; Morley, Robert; Gaugris, Caroline; Melville, Haemish; Gaugris, Jerome"	"Common mammal species inventory utilizing camera trapping in the forests of Kouilou Departement, Republic of Congo"	AFRICAN JOURNAL OF ECOLOGY	2018	56	4	750	754	2012	2012	2.5		10	595
1554	"Ordenana, Miguel A.; Crooks, Kevin R.; Boydston, Erin E.; Fisher, Robert N.; Lyren, Lisa M.; Siudyla, Shalene; Haas, Christopher D.; Harris, Sierra; Hathaway, Stacie A.; Turschak, Greta M.; Miles, A. Keith; Van Vuren, Dirk H."	Effects of urbanization on carnivore species distribution and richness	JOURNAL OF MAMMALOGY	2010	91	6	1322	1331	1997	2007				36152
1555	"Osterhaus, Dylan M.; Jensen, William E."	Does activity of white-tailed deer (Odocoileus virginianus) vary between human-hunted areas and refugia?	Transactions of the Kansas Academy of Science	2019	122	04-Mar	235	242	2018	2018	1			224
1556	"Ota, Ayana; Takagi, Etsuro; Yasuda, Masatoshi; Hashim, Mazlan; Hosaka, Tetsuro; Numata, Shinya"	Effects of nonlethal tourist activity on the diel activity patterns of mammals in a National Park in Peninsular Malaysia	GLOBAL ECOLOGY AND CONSERVATION	2019	20								6	1728
1557	"Otani, T"	Seed dispersal by Japanese marten Martes melampus in the subalpine shrubland of northern Japan	ECOLOGICAL RESEARCH	2002	17	1	29	38	1999	2000	10			
1558	"Otani, T"	Measuring fig foraging frequency of the Yakushima macaque by using automatic cameras	ECOLOGICAL RESEARCH	2001	16	1	49	54	1998	1998	0.35	0.13		
1559	"Oversby, W.; Ferguson, S. M.; Davis, R. A.; Bateman, P. W."	Bad news for bobtails: understanding predatory behaviour of a resource-subsidised corvid towards an island endemic reptile	WILDLIFE RESEARCH	2018	45	7	595	601						
1562	"Ozkazanc, Nuri Kaan; Horasan, Mehmet; Atesoglu, Ilksen"	Large wild mammals detected by camera trap in Soku Wildlife Reservoir Area.	Bartin Orman Fakultesi Dergisi	2017	19	1	290	300	2014			63.7		3800
1563	"Pacheco, Liliana; De Azua, Nerea Ruiz; Fernandez-Garcia, Jose Maria; Aransay, Nacho; Guallar, Ferran; Gaubert, Philippe"	First record of Johnston's Genet Genetta johnstoni in Senegal	Small Carnivore Conservation	2013	48		89	91						
1564	"Page-Nicholson, Samantha K.; Tate, Gareth; Hoogstad, Constant; Murison, Megan; Diamond, Megan; Blofield, Arthur; Pretorius, Mattheuns; Michael, Michael D."	"Mitigating the impact of large mammals on wooden electrical distribution poles in the Kruger National Park, South Africa"	AFRICAN JOURNAL OF WILDLIFE RESEARCH	2018	48	2			2013	2014	16		22	
1565	"Pagnucco, Katie S.; Paszkowski, Cynthia A.; Scrimgeour, Garry J."	"USING CAMERAS TO MONITOR TUNNEL USE BY LONG-TOED SALAMANDERS (AMBYSTOMA MACRODACTYLUM): AN INFORMATIVE, COST-EFFICIENT TECHNIQUE"	HERPETOLOGICAL CONSERVATION AND BIOLOGY	2011	6	2	277	286	2009	2009	8		8	
1566	"Pal, Ranjana; Thakur, Shagun; Arya, Shashank; Bhattacharya, Tapajit; Sathyakumar, Sambandam"	"Recent records of dhole (Cuon alpinus, Pallas 1811) in Uttarakhand, Western Himalaya, India"	MAMMALIA	2018	82	6	614	617						
1567	"Palacios, Jaime; Naveda-Rodriguez, Adrian; Zapata-Rios, Galo"	"Large mammal richness in Llanganates National Park, Ecuador"	MAMMALIA	2018	82	4	309	314	2016	2016	7			2320
1568	"Palei, Himanshu S.; Palei, Nimain C.; Rath, Bhakta P.; Mishra, Arun K."	"RECORDS OF THE GLOBALLY THREATENED RUSTY-SPOTTED CAT IN ODISHA, INDIA"	NATURE CONSERVATION RESEARCH	2019	4	3	112	116	2017	2018	24			24650
1569	"Palei, Himanshu S.; Pradhan, Tilak; Sahu, Hemanta K.; Nayak, Anup K."	"Estimating Mammalian Abundance Using Camera Traps in the Tropical Forest of Similipal Tiger Reserve, Odisha, India"	Proceedings of the Zoological Society (Calcutta)	2016	69	2	181	188	2012	2013	9			6413
1570	"Palei, Nimain Charan; Rath, Bhakta Padarbinda; Palei, Himanshu Shekhar; Mishra, Arun Kumar"	"Occurrence of melanistic leopard in Odisha, eastern India."	Cat News	2018	68		7	8	2018	2018	3			935
1571	"Palencia, P.; Vicente, J.; Barroso, P.; Barasona, J. A.; Soriguer, R. C.; Acevedo, P."	Estimating day range from camera-trap data: the animals' behaviour as a key parameter	JOURNAL OF ZOOLOGY	2019	309	3	182	190	2017	2017	2	36	32	
1572	"Pallemaerts, Lynn; Adul; Kulu, Ici P.; Jeffers, Karen A.; Macdonald, David W.; Cheyne, Susan M."	"Bornean clouded leopard minimum home range analysis, Indonesian Borneo."	Cat News	2019	70		32	35	2008	2018	118	550		55075
1573	"Palmer, M. S.; Fieberg, J.; Swanson, A.; Kosmala, M.; Packer, C."	A 'dynamic' landscape of fear: prey responses to spatiotemporal variations in predation risk across the lunar cycle	ECOLOGY LETTERS	2017	20	11	1364	1373	2010	2013	34	1125	225	98941
1574	"Palmer, Meredith; Swanson, Alexandra; Kosmala, Margaret; Arnold, Todd; Packer, Craig"	Evaluating relative abundance indices for terrestrial herbivores from large-scale camera trap surveys	AFRICAN JOURNAL OF ECOLOGY	2018	56	4	791	803	2012	2013	24	1125	210	70299
1575	"Palmer, Meredith; Packer, Craig"	Giraffe bed and breakfast: Camera traps reveal Tanzanian yellow-billed oxpeckers roosting on their large mammalian hosts	AFRICAN JOURNAL OF ECOLOGY	2018	56	4	882	884	2010	2013	41	1125		
1576	"Palmer, Meredith S.; Krueger, Jim; Isbell, Forest"	Bats join the ranks of oxpeckers and cleaner fish as partners in a pest-reducing mutualism	ETHOLOGY	2019	125	3	170	175	2014	2014	2		6	
1577	"Pan Guoliang; Alexander, Justine Shanti; Riordan, Philip; Kun Shi; Kederhan; Hu Yang"	"Detection of a snow leopard population in northern Bortala, Xinjiang, China."	Cat News	2016	63		29	30	2012	2013		192		614
1578	"Paolino, Roberta M.; Royle, Jeffrey A.; Versiani, Natalia F.; Rodrigues, Thiago F.; Pasqualotto, Nielson; Krepschi, Victor G.; Chiarello, Adriano G."	Importance of riparian forest corridors for the ocelot in agricultural landscapes	JOURNAL OF MAMMALOGY	2018	99	4	874	884	2013	2014	12			6606
1579	"Parchizadeh, Jamshid"	"The brown bear Ursus arctos population in Lar Wildlife Refuge, northern Iran"	MAMMALIA	2017	81	6	553	557	2013	2014	15	246		2783
1580	"Parchizadeh, Jamshid"	"Spatiotemporal distribution of large- and medium-sized mammals and humans in the Lar Protected Area, Iran"	WILDLIFE RESEARCH	2017	44	5	400	406	2013	2014	15	278		2780
1581	"Pardo, Lain E.; Campbell, Mason J.; Cove, Michael, V; Edwards, Will; Clements, Gopalasamy Reuben; Laurance, William F."	Land management strategies can increase oil palm plantation use by some terrestrial mammals in Colombia	SCIENTIFIC REPORTS	2019	9				2014	2016		2000		13720
1582	"Pardo, Lain E.; Lafleur, Lucie; Spinola, R. Manuel; Saenz, Joel; Cove, Michael"	Camera traps provide valuable data to assess the occurrence of the Great Curassow Crax rubra in northeastern Costa Rica	Neotropical Biodiversity	2017	3	1	182	188	2009	2011	24			6356
1584	Park HeeBok; Han ChangWook; Hong SungWon	"Camera trapping of long-tailed goral (Naemorhedus caudatus) in BaekAm and Geumjong Mountains, South Korea."	Journal of Forest and Environmental Science	2018	34	1	71	76	2010	2010	7			211
1585	Park HeeBok; Lim AnYa; Choi TaeYoung; Lim SangJin; Park YungChul	"Estimating population density of leopard cat (Prionailurus bengalensis) from camera traps in Maekdo riparian park, South Korea."	Journal of Forest and Environmental Science	2017	33	3	239	242	2015	2015	2	1.4	30	51.25
1587	"Parker, Israel D.; Watts, Dominiuqe E.; McCleery, Robert A.; Lopez, Roel R.; Silvy, Noval J.; Davis, Donald S."	Digital versus film-based remote camera systems in the Florida Keys.	Wildlife Biology in Practice	2008	4	1	1	7	2005	2005	1		3	99
1588	"Parsons, Arielle Waldstein; Forrester, Tavis; Baker-Whatton, Megan C.; McShea, William J.; Rota, Christopher T.; Schuttler, Stephanie G.; Millspaugh, Joshua J.; Kays, Roland"	Mammal communities are larger and more diverse in moderately developed areas	ELIFE	2018	7				2012	2016		122664		
1589	"Parsons, Arielle Waldstein; Goforth, Christine; Costello, Robert; Kays, Roland"	The value of citizen science for ecological monitoring of mammals	PEERJ	2018	6				2013	2016	24		65	7559
1590	"Parsons, Arielle Waldstein; Forrester, Tavis; McShea, William J.; Baker-Whatton, Megan C.; Millspaugh, Joshua J.; Kays, Roland"	Do occupancy or detection rates from camera traps reflect deer density?	JOURNAL OF MAMMALOGY	2017	98	6	1547	1557	2012	2013	12		60	26635
1591	"Parsons, Michael H.; Sarno, Ronald J.; Deutsch, Michael A."	Jump-Starting Urban Rat Research: Conspecific Pheromones Recruit Wild Rats into a Behavioral and Pathogen-Monitoring Assay	FRONTIERS IN ECOLOGY AND EVOLUTION	2015	3									
1592	"Parsons, Mitchell A.; Lewis, Jeffrey C.; Gardner, Beth; Chestnut, Tara; Ransom, Jason I.; Werntz, David O.; Prugh, Laura R."	Habitat selection and spatiotemporal interactions of a reintroduced mesocarnivore	JOURNAL OF WILDLIFE MANAGEMENT	2019	83	5	1172	1184	2016	2017	14			6016
1594	"Paschoal, Ana Maria O.; Massara, Rodrigo L.; Bailey, Larissa L.; Kendall, William L.; Doherty, Paul F., Jr.; Hirsch, Andre; Chiarello, Adriano G.; Paglia, Adriano P."	Use of Atlantic Forest protected areas by free-ranging dogs: estimating abundance and persistence of use	ECOSPHERE	2016	7	10			2008	2012		651.22		
1595	"Paschoal, Ana Maria O.; Massara, Rodrigo L.; Santos, Julianna L.; Chiarello, Adriano G."	Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil	MAMMALIA	2012	76	1	67	76	2007	2008	8	9.57		
1596	"Patricio Andrade-Ponce, Gabriel; Angarita-Sierra, Teddy"	Notable altitudinal range expansion of Lontra longicaudis (Carnivora: Mustelidae) in Colombian Paramos	Therya	2017	8	1	75	78	2015	2015	0.67		12	180
1597	"Patandung, Alfons; Hunowu, Iwan; Teguh, Herman; et al."	"The first camera-trap images of the little-known Sulawesi Woodcock Scolopax celebensis from the Minahasa Peninsula, Sulawesi, Indonesia"	BirdingASIA	2019	32		38	40						
1598	"Patten, Michael A.; Burger, Jutta C."	Reserves as double-edged sword: Avoidance behavior in an urban-adjacent wildland	BIOLOGICAL CONSERVATION	2018	218		233	239	2007	2011	54	115.3		40149
1599	"Paula, Joao J.S.; Bispo, Regina M.B.; Leite, Andreia H.; Pereira, Pedro G.S.; Costa, Hugo M.R.G.; Fonseca, Carlos M.M.S.; Mascarenhas, Miguel R.T.; Bernardino, Joana L.V."	Camera-trapping as a methodology to assess the persistence of wildlife carcasses resulting from collisions with human-made structures.	Wildlife Research	2015	41	8	717	725	2012	2012	3		20	840
1601	"Paulo Carbajal-Borges, Juan; Godinez-Gomez, Oscar; Mendoza, Eduardo"	"Density, abundance and activity patterns of the endangered Tapirus bairdii in one of its last strongholds in southern Mexico"	TROPICAL CONSERVATION SCIENCE	2014	7	1	100	114	2010	2011	6		25	3817
1603	"Paviolo, Agustin; Cruz, Paula; Eugenia Iezzi, Maria; Martinez Pardo, Julia; Varela, Diego; De Angelo, Carlos; Benito, Silvia; Vanderhoeven, Ezequiel; Palacio, Lucia; Quiroga, Veronica; Pablo Arrabal, Juan; Costa, Sebastian; Santiago Di Bitetti, Mario"	"Barriers, corridors or suitable habitat? Effect of monoculture tree plantations on the habitat use and prey availability for jaguars and pumas in the Atlantic Forest"	FOREST ECOLOGY AND MANAGEMENT	2018	430		576	586	2013	2014		5089		17616
1604	"Paviolo, Agustin; de Angelo, Carlos Daniel; Di Blanco, Yamil Edgardo; Di Bitetti, Mario Santiago"	Jaguar Panthera onca population decline in the Upper Parana Atlantic Forest of Argentina and Brazil	ORYX	2008	42	4	554	561	2003	2007				14528
1605	"Pawar, Devavrat; Nelson, Howard P.; Pawar, Divya R. L.; Khanwilkar, Sarika"	"ESTIMATING LEOPARD PANTHFRA PARDUS FUSCA (MAMMALIA: CARNIVORA: FELIDAE) ABUNDANCE IN KUNO WILDLIFE SANCTUARY, MADHYA PRADESH, INDIA"	Journal of Threatened Taxa	2019	11	5	13531	13544	2017	2017	2	30	16	
1606	"Payne, A.; Chappa, S.; Hars, J.; Dufour, B.; Gilot-Fromont, E."	Wildlife visits to farm facilities assessed by camera traps in a bovine tuberculosis-infected area in France	EUROPEAN JOURNAL OF WILDLIFE RESEARCH	2016	62	1	33	42	2011	2013	14		19	2979
1607	"Payne, Ariane; Ogweng, Peter; Ojok, Alfred; Etter, Eric; Gilot-Fromont, Emmanuelle; Masembe, Charles; Stahl, Karl; Jori, Ferran"	Comparison of Three Methods to Assess the Potential for Bushpig-Domestic Pig Interactions at the Wildlife-Livestock Interface in Uganda	FRONTIERS IN VETERINARY SCIENCE	2018	5				2016	2017	11		6	692
1608	"Pease, Brent S.; Holzmueller, Eric J.; Nielsen, Clayton K."	Influence of Forest Structure and Composition on Summer Habitat Use of Wildlife in an Upland Hardwood Forest	DIVERSITY-BASEL	2019	11	9			2015	2016	16			3927
1609	"Pease, Brent S.; Nielsen, Clayton K.; Holzmueller, Eric J."	Single-Camera Trap Survey Designs Miss Detections: Impacts on Estimates of Occupancy and Community Metrics	PLOS ONE	2016	11	11			2015	2016	3	20.88	80	2386
1610	"Pebsworth, Paula A.; Hillier, Stephen; Wendler, Renate; Glahn, Ray; Ta, Chieu Anh Kim; Arnason, John T.; Young, Sera L."	Geophagy among East African Chimpanzees: consumed soils provide protection from plant secondary compounds and bioavailable iron	ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	2019	41	6	2911	2927	2015	2016	13		4	1365
1612	"Pebsworth, Paula A.; Bardi, Massimo; Huffman, Michael A."	"Geophagy in chacma baboons: patterns of soil consumption by age class, sex, and reproductive state"	AMERICAN JOURNAL OF PRIMATOLOGY	2012	74	1	48	57	2009	2011	18	10	4	545
1613	"Pei JaiChyi [Pei, J. C. K. ]; Lai YuChing; Corlett, R. T.; Suen KaiYuen"	The larger mammal fauna of Hong Kong: species survival in a highly degraded landscape.	Zoological Studies	2010	49	2	253	264	2000	2003	40	529.9		60107.54167
1614	"PEI, K"	ACTIVITY RHYTHM OF THE SPINOUS COUNTRY RAT (NIVIVENTER COXINGI) IN TAIWAN	ZOOLOGICAL STUDIES	1995	34	1	55	58	1992	1993	21			844.6458333
1616	"Penido, Gabriel; Astete, Samuel; Furtado, Mariana Malzoni; de Almeida Jacomo, Anah Tereza; Sollmann, Rahel; Torres, Natalia; Silveira, Leandro; Marinho Filho, Jader"	Density of ocelots in a semiarid environment in northeastern Brazil	BIOTA NEOTROPICA	2016	16	4			2009	2010	5	1291	140	19740
1617	"Penjor, Ugyen; Macdonald, David W.; Wangchuk, Sonam; Tandin, Tandin; Tan, Cedric Kai Wei"	Identifying important conservation areas for the clouded leopard Neofelis nebulosa in a mountainous landscape: Inference from spatial modeling techniques	ECOLOGY AND EVOLUTION	2018	8	8	4278	4291	2014	2015	13			125478
1618	"Pereira, Pedro; da Silva, Antonio Alves; Alves, Joana; Matos, Milena; Fonseca, Carlos"	Coexistence of carnivores in a heterogeneous landscape: habitat selection and ecological niches	ECOLOGICAL RESEARCH	2012	27	4	745	753	2010	2010	3	15.45	10	900
1619	"Peres, Pedro Henrique F.; Polverini, Maxihilian S.; Oliveira, Marcio L.; Duarte, Jose Mauricio B."	"Accessing camera trap survey feasibility for estimating Blastocerus dichotomus (Cetartiodactyla, Cervidae) demographic parameters"	IHERINGIA SERIE ZOOLOGIA	2017	107				2013	2013	3	15.1	14	546
1620	"Perez-Cortez, Sadao; Enriquez, Paula L.; Sima-Panti, David; Reyna-Hurtado, Rafael; Naranjo, Eduardo J."	"Influence of water availability in the presence and abundance of Tapirus bairdii in the Calakmul forest, Campeche, Mexico"	REVISTA MEXICANA DE BIODIVERSIDAD	2012	83	3	753	761	2008	2010				3470
1621	"Perez-Flores, Jonathan; Calme, Sophie; Reyna-Hurtado, Rafael"	Scoring Body Condition in Wild Baird's Tapir (Tapirus bairdii) Using Camera Traps and Opportunistic Photographic Material	TROPICAL CONSERVATION SCIENCE	2016	9	4			2008	2013			31.5	
1623	"Perez-Irineo, Gabriela; Santos-Moreno, Antonio; Hernandez-Sanchez, Alejandro"	"Density and activity pattern of Leopardus wiedii and Leopardus pardalis at Sierra Norte of Oaxaca, Mexico"	Therya	2017	8	3	217	222	2014	2015	12		44	12800
1624	"Perez-Irineo, Gabriela; Santos-Moreno, Antonio"	"Abundance, herd size, activity pattern and occupancy of ungulates in Southeastern Mexico"	ANIMAL BIOLOGY	2016	66	1	97	109	2011	2013	27			8529
1625	"Perez-Irineo, Gabriela; Santos-Moreno, Antonio"	"Density, distribution, and activity of the ocelot Leopardus pardalis (Carnivora: Felidae) in Southeast Mexican rainforests"	REVISTA DE BIOLOGIA TROPICAL	2014	62	4	1421	1432	2011	2013	27	22		8529
1626	"Perez-Valadez, Noe"	"Record of the ocelot (Leopardus pardalis) in the state of Zacatecas, Mexico"	Therya	2018	9	1	99	101	2017	2017	3		1	92
1627	"Peris, Albert; Closa-Sebastia, Francesc; Marco, Ignasi; Serrano, Emmanuel; Casas-Diaz, Encarna"	Baiting improves wild boar population size estimates by camera trapping	MAMMALIAN BIOLOGY	2019	98		28	35	2013	2014		5.88	9	
1628	"Pesendorfer, Marto B.; Dickerson, Suzanne; Dragoo, Jerry W."	Observation of tool use in striped skunks: how community science and social media help document rare natural phenomena	ECOSPHERE	2018	9	11								
1629	"Pesenti, Elias; Zimmermann, Fridolin"	Density estimations of the Eurasian lynx (Lynx lynx) in the Swiss Alps	JOURNAL OF MAMMALOGY	2013	94	1	73	81	2007	2010	4		53.5	6179
1630	"Pestov, M.V.; Nurmukhambetov, Zh.E.; Terentyev, V.A.; Mukhashov, A.T.; Pulatov, A.A.; Turmagambetov, S.M."	Results of Project on Supplemental Feeding of Vultures in Ustyurt State Nature Reserve (Kazakhstan) in 2016.	Pernatye Khishchniki i ikh Okhrana	2017	34		12	26	2016	2016	5		6	1002
1631	"Pestov, Mark V.; Nurmukhambetov, Zhaskairat E.; Mukhashov, Aktan T.; Terentyev, Vladimir A.; Rosen, Tatjana"	"First camera trap record of Persian leopard in Ustyurt State Nature Reserve, Kazakhstan."	Cat News	2019	69		14	16	2018	2018	9		6	
1632	"Petersen, Wyatt Joseph; Savini, Tommaso; Steinmetz, Robert; Ngoprasert, Dusit"	Periodic resource scarcity and potential for interspecific competition influences distribution of small carnivores in a seasonally dry tropical forest fragment	MAMMALIAN BIOLOGY	2019	95		112	122	2017	2017	11	65	60	12615
1633	"Petersen, Wyatt Joseph; Savini, Tommaso; Steinmetz, Robert; Ngoprasert, Dusit"	"ESTIMATING LEOPARD CAT PRIONAILURUS BENGALENSIS KERR, 1792 (CARNIVORA: FELIDAE) DENSITY IN A DEGRADED TROPICAL FOREST FRAGMENT IN NORTHEASTERN THAILAND"	Journal of Threatened Taxa	2019	11	4	13448	13458	2017	2017	11	65	60	12615
1634	"Petit, Matthis; Denis, Thomas; Rux, Ondine; Richard-Hansen, Cecile; Berzins, Rachel"	Estimating jaguar (Panthera onca) density in a preserved coastal area of French Guiana	MAMMALIA	2018	82	2	188	192	2013	2014	4	320	60	6168
1635	"Petrov, Petar R.; Popova, Elitsa D.; Zlatanova, Diana P."	"Niche Partitioning among the Red Fox Vulpes vulpes (L.), Stone Marten Martes foina (Erxleben) and Pine Marten Martes martes (L.). in Two Mountains in Bulgaria"	ACTA ZOOLOGICA BULGARICA	2016	68	3	375	390	2013	2014	18		54	
1636	"Pettorelli, N.; Lobora, A. L.; Msuha, M. J.; Foley, C.; Durant, S. M."	Carnivore biodiversity in Tanzania: revealing the distribution patterns of secretive mammals using camera traps	ANIMAL CONSERVATION	2010	13	2	131	139	2004	2007	32	21068		11355
1637	"Pfander, Morgan A.; Fairbanks, Wendelyn S."	Utility of the bucket cable trap to capture American black bears	WILDLIFE SOCIETY BULLETIN	2018	42	4	674	683	2015	2015	3			1285
1638	"Pfeffer, Sabine E.; Spitzer, Robert; Allen, Andrew M.; Hofmeester, Tim R.; Ericsson, Goran; Widemo, Fredrik; Singh, Navinder J.; Cromsigt, Joris P. G. M."	Pictures or pellets? Comparing camera trapping and dung counts as methods for estimating population densities of ungulates	REMOTE SENSING IN ECOLOGY AND CONSERVATION	2018	4	2	173	183	2016	2016	2.5			1584
1639	"Piana, Renzo P.; Luna, Vanessa"	Probability of presence of terrestrial mammals in the buffer zone of a protected area in southeast Peru.	Ecologia en Bolivia	2016	51	1	4	14					13	1730
1640	"Pierce, BM; Bleich, VC; Chetkiewicz, CLB; Wehausen, JD"	Timing of feeding bouts of mountain lions	JOURNAL OF MAMMALOGY	1998	79	1	222	226	1991	1996				
1641	"Pina, GPL; Gamez, RAC; Gonzalez, CAL"	"Distribution, habitat association, and activity platterns of medium and large sized mammals of Sohora, Mexico"	NATURAL AREAS JOURNAL	2004	24	4	354	357	1999	2001	24			2348
1642	"Pina, Tony E. N.; Carvalho, William D.; Rosalino, Luis Miguel C.; Hilario, Renato R."	"Drivers of mammal richness, diversity and occurrence in heterogeneous landscapes composed by plantation forests and natural environments"	FOREST ECOLOGY AND MANAGEMENT	2019	449								10	895
